"type";"question";"response";"complexity";"saf";"nli";"sim";"relevancy";"faithfulness";"model
"grafo";"Posso ser eliminado de processo seletivo por dado obtido nas minhas redes sociais?";"{'resposta': 'A eliminação de candidato em processo seletivo com base em dados obtidos em redes sociais envolve tratamento de dados pessoais, que deve respeitar direitos fundamentais de liberdade, intimidade e privacidade, conforme art. 5º e art. 20 da LGPD. O titular pode solicitar revisão da decisão.', 'resposta_completa': 'A utilização de informações coletadas em redes sociais para eliminar um candidato em processo seletivo caracteriza tratamento de dados pessoais, conforme art. 5º da LGPD, que define dado pessoal como informação relacionada a pessoa natural identificada ou identificável. O tratamento desses dados deve observar os princípios da liberdade, intimidade e privacidade do titular. Além disso, o art. 20 da LGPD garante ao titular o direito de solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses, incluindo decisões que definam seu perfil profissional. Portanto, a eliminação baseada em dados de redes sociais só é legítima se respeitar os direitos do titular e os requisitos legais, sendo possível ao candidato questionar e solicitar revisão da decisão.', 'chunks': ['e9106279', 'd864f83b'], 'trecho_chave': 'Art. 5º Para os fins desta Lei, considera-se: I - dado pessoal: informação relacionada a pessoa natural identificada ou identificável; [...] Art. 20 O titular dos dados tem direito a solicitar revisão, por pessoa natural, de decisões tomadas unicamente com base em tratamento automatizado de dados pessoais que afetem seus interesses'}";"0.78";"0.66";"0.54";"0.57";"1.00";"1.00";"gpt"
"grafo";"O hospital pode negar acesso ao meu prontuário alegando que é propriedade do hospital?";"{'resposta': 'A negativa de acesso ao prontuário médico pelo hospital sob alegação de propriedade não encontra respaldo legal, pois o titular dos dados tem direito de acesso aos seus dados pessoais mediante requisição, conforme art. 18 da LGPD. O hospital é controlador, mas não pode negar esse direito.', 'resposta_completa': 'O hospital, na qualidade de controlador dos dados pessoais, não pode negar ao titular o acesso ao seu prontuário médico sob a justificativa de que o documento é propriedade do hospital. A Lei Geral de Proteção de Dados (LGPD), em seu art. 18, assegura ao titular dos dados o direito de obter do controlador, a qualquer momento e mediante requisição, o acesso aos dados pessoais tratados. O direito de acesso é garantido independentemente da alegação de propriedade do documento físico ou digital pelo hospital, pois o foco da legislação é a proteção dos dados pessoais do titular. O hospital deve fornecer o acesso solicitado, respeitando eventuais segredos comercial e industrial apenas quanto a informações que não digam respeito ao titular. Portanto, a justificativa de propriedade do prontuário não é válida para negar o acesso ao titular.', 'chunks': ['f9e4ad69', 'ffc54078'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: II - acesso aos dados;', 'percentual': ['80', '20']}";"0.80";"0.77";"0.63";"0.80";"1.00";"1.00";"gpt"
"grafo";"Dados de localização do meu celular podem ser usados como prova em processo judicial?";"{'resposta': 'Dados de localização do celular podem ser usados como prova em processo judicial, pois a LGPD permite o tratamento de dados pessoais para exercício regular de direitos em processo judicial, conforme art. 7º, VI. O uso deve respeitar direitos fundamentais do titular.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) autoriza o tratamento de dados pessoais, incluindo dados de localização do celular, para fins de exercício regular de direitos em processo judicial, administrativo ou arbitral, conforme art. 7º, VI. Isso significa que, em uma ação judicial, a parte interessada ou autoridade judicial pode apresentar ou requisitar tais dados como elemento probatório, desde que observados os direitos fundamentais de liberdade, intimidade e privacidade do titular. O uso desses dados deve ser proporcional à finalidade e não pode violar garantias legais do titular. Portanto, a apresentação de dados de localização do celular como prova é juridicamente possível, desde que respeitados os limites e princípios da LGPD.', 'chunks': ['a57ec09b', '4d9abb51'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado [...] VI - para o exercício regular de direitos em processo judicial, administrativo ou arbitral'}";"0.92";"0.98";"0.54";"0.68";"1.00";"1.00";"gpt"
"grafo";"Como faço para denunciar uma empresa que vazou meus dados?";"{'resposta': 'Para denunciar uma empresa por vazamento de dados pessoais, o titular deve registrar reclamação junto à ANPD, utilizando o formulário eletrônico disponível na plataforma oficial. O controlador é obrigado a comunicar incidentes à autoridade nacional e ao titular, conforme art. 48 da LGPD.', 'resposta_completa': 'O titular dos dados pessoais que identificar um vazamento pode denunciar a empresa responsável diretamente à Autoridade Nacional de Proteção de Dados (ANPD). O procedimento é feito por meio do preenchimento de um formulário eletrônico disponível no site da ANPD, onde o incidente deve ser detalhado. Segundo o art. 48 da LGPD, o controlador (empresa responsável pelo tratamento dos dados) tem a obrigação de comunicar à ANPD e ao titular a ocorrência de qualquer incidente de segurança que possa acarretar risco ou dano relevante aos titulares. O processo de denúncia é gratuito ou possui custo administrativo baixo, e pode ser realizado por qualquer pessoa afetada pelo vazamento. A ANPD é o órgão competente para fiscalizar e aplicar sanções em caso de descumprimento da legislação.', 'chunks': ['8bfc0537', 'e9106279'], 'trecho_chave': 'Art. 48 O controlador deverá comunicar à autoridade nacional e ao titular a ocorrência de incidente de segurança que possa acarretar risco ou dano relevante aos titulares.'}";"0.68";"0.61";"0.54";"0.50";"1.00";"1.00";"gpt"
"grafo";"A ANPD pode me ajudar se minha reclamação for contra uma empresa pequena?";"{'resposta': 'A ANPD pode atuar em reclamações contra empresas pequenas, pois sua competência abrange todos os agentes de tratamento, independentemente do porte. Ela pode fiscalizar, orientar e aplicar sanções, conforme art. 52 da LGPD, garantindo os direitos do titular.', 'resposta_completa': 'A Autoridade Nacional de Proteção de Dados (ANPD) tem competência para receber, analisar e fiscalizar reclamações relativas ao tratamento de dados pessoais por qualquer agente de tratamento, incluindo empresas pequenas. O art. 52 da LGPD prevê que os agentes de tratamento de dados, independentemente do porte, estão sujeitos a sanções administrativas aplicáveis pela ANPD, como advertência, multa, bloqueio ou eliminação de dados, entre outras. Assim, a ANPD pode apoiar o titular na proteção de seus direitos, fiscalizando e, se necessário, aplicando sanções à empresa reclamada, mesmo que seja de pequeno porte.', 'chunks': ['28e2924f', 'e9106279'], 'trecho_chave': 'Art. 52 Os agentes de tratamento de dados, em razão das infrações cometidas às normas previstas nesta Lei, ficam sujeitos às seguintes sanções administrativas aplicáveis pela autoridade nacional'}";"0.66";"0.66";"0.17";"0.66";"1.00";"1.00";"gpt"
"grafo";"Posso processar uma empresa por danos morais apenas por ter recebido spam?";"{'resposta': 'A possibilidade de processar empresa por danos morais pelo recebimento de spam existe, desde que haja violação à legislação de proteção de dados e efetivo dano moral. O art. 42 da LGPD prevê: ""é obrigado a repará-lo"". A gravidade e extensão do dano são relevantes.', 'resposta_completa': 'O titular dos dados pode buscar reparação judicial por danos morais decorrentes do envio de spam, fundamentando-se na Lei Geral de Proteção de Dados (LGPD) e legislação civil. O art. 42 da LGPD estabelece que o controlador ou operador que causar dano patrimonial ou moral, individual ou coletivo, em violação à legislação de proteção de dados pessoais, é obrigado a repará-lo. Para o êxito da ação, é necessário demonstrar que houve violação à legislação e que o spam causou efetivo dano moral. A quantidade de mensagens e a gravidade do incômodo podem influenciar a caracterização do dano. Custos processuais e honorários advocatícios podem ser devidos. O valor da indenização pode variar conforme a extensão do dano, conforme art. 54 da LGPD.', 'chunks': ['82b9f0a4', '2be1944b'], 'trecho_chave': 'Art. 42 O controlador ou o operador que, em razão do exercício de atividade de tratamento de dados pessoais, causar a outrem dano patrimonial, moral, individual ou coletivo, em violação à legislação de proteção de dados pessoais, é obrigado a repará-lo.'}";"0.69";"0.61";"0.55";"0.59";"1.00";"1.00";"gpt"
"grafo";"A empresa pode alegar que foi hackeada para se livrar de responsabilidade por vazamento?";"{'resposta': 'A empresa responsável pelo tratamento de dados pode ser responsabilizada por vazamento, mesmo alegando ataque hacker, salvo se comprovar culpa exclusiva de terceiro. A LGPD exige comunicação do incidente à autoridade e ao titular. Trecho-chave: ""Isenção de responsabilidade se o dano decorrer de culpa exclusiva do titular ou de terceiro.""', 'resposta_completa': 'A responsabilidade da empresa controladora de dados em caso de vazamento por ataque hacker está prevista na LGPD. A empresa deve comunicar o incidente à autoridade nacional e aos titulares afetados (art. 48). A isenção de responsabilidade só ocorre se a empresa comprovar que o dano decorreu de culpa exclusiva do titular ou de terceiro (art. 43, III). Portanto, a simples alegação de ataque hacker não exime automaticamente a empresa de responsabilidade, sendo necessário demonstrar que adotou todas as medidas de segurança adequadas e que o incidente foi causado exclusivamente por terceiros, sem falha da empresa. Caso contrário, poderá sofrer sanções administrativas, como advertência, multa e outras previstas na lei.', 'chunks': ['8bfc0537', '18ec1cd1'], 'trecho_chave': 'Isenção de responsabilidade se o dano decorrer de culpa exclusiva do titular ou de terceiro.'}";"0.80";"0.83";"0.54";"0.59";"0.67";"1.00";"gpt"
"grafo";"Filial brasileira de empresa estrangeira responde pela LGPD?";"{'resposta': 'A filial brasileira de empresa estrangeira responde pela LGPD, pois a lei prevê que a empresa estrangeira será notificada e intimada de todos os atos processuais na pessoa do responsável por sua filial no Brasil. Assim, a filial deve cumprir as obrigações da LGPD no território nacional.', 'resposta_completa': ""A responsabilidade da filial brasileira de empresa estrangeira pelo cumprimento da LGPD está expressamente prevista no art. 61 da Lei, que determina: 'A empresa estrangeira será notificada e intimada de todos os atos processuais previstos nesta Lei, independentemente de procuração ou de disposição contratual ou estatutária, na pessoa do agente ou representante ou pessoa responsável por sua filial, agência, sucursal, estabelecimento ou escritório instalado no Brasil.' Portanto, a filial instalada no Brasil responde integralmente pelas obrigações e deveres previstos na LGPD, devendo garantir o cumprimento da legislação de proteção de dados pessoais durante operações realizadas em território brasileiro. Isso inclui a adoção de medidas de segurança, atendimento aos direitos dos titulares e comunicação de incidentes, entre outras obrigações."", 'chunks': ['41f88c9c'], 'trecho_chave': 'A empresa estrangeira será notificada e intimada de todos os atos processuais previstos nesta Lei, independentemente de procuração ou de disposição contratual ou estatutária, na pessoa do agente ou representante ou pessoa responsável por sua filial, agência, sucursal, estabelecimento ou escritório instalado no Brasil.', 'percentual': ['100']}";"0.86";"0.74";"0.37";"0.67";"1.00";"1.00";"gpt"
"grafo";"O porteiro do meu prédio pode anotar o RG de todos os visitantes?";"{'resposta': 'O registro do RG de visitantes pelo porteiro pode ser realizado para controle de acesso e segurança, desde que respeitados os princípios da LGPD, como necessidade, finalidade e transparência. O titular tem direito de acesso e confirmação dos dados registrados, conforme art. 19 da LGPD.', 'resposta_completa': 'O porteiro pode anotar o RG de todos os visitantes para controle de acesso e segurança do condomínio, desde que o tratamento desses dados pessoais observe os princípios da Lei Geral de Proteção de Dados (LGPD), como necessidade, finalidade e transparência. O condomínio deve informar claramente aos visitantes sobre a coleta, finalidade e tempo de guarda dos dados, além de garantir o direito de acesso, confirmação e eventual exclusão dos dados pelo titular, conforme previsto no art. 19 da LGPD. O tratamento deve ser proporcional à finalidade de segurança, evitando excessos e garantindo a proteção dos dados contra acessos não autorizados.', 'chunks': ['7b6b9e10', '91de7de5'], 'trecho_chave': 'Art. 19 A confirmação de existência ou o acesso a dados pessoais serão providenciados, mediante requisição do titular: I - em formato simplificado, imediatamente; ou II - por meio de declaração clara e completa [...]', 'percentual': ['70', '30']}";"0.81";"0.81";"0.54";"0.56";"0.50";"1.00";"gpt"
"grafo";"Posso tirar foto de um cheque com dados bancários de outra pessoa para guardar como prova de pagamento?";"{'resposta': 'O registro fotográfico de cheque com dados bancários de terceiro para prova de pagamento configura tratamento de dados pessoais. Segundo a LGPD, tal tratamento exige consentimento do titular ou enquadramento em hipóteses legais, como exercício regular de direitos. Trecho-chave: ""dado pessoal: informação relacionada a pessoa natural identificada ou identificável"".', 'resposta_completa': 'Fotografar um cheque contendo dados bancários de terceiro para guardar como prova de pagamento caracteriza tratamento de dados pessoais, conforme o art. 5º da LGPD, pois envolve informação relacionada a pessoa natural identificada ou identificável. O tratamento só é permitido mediante consentimento do titular ou se enquadrado em hipóteses legais, como o exercício regular de direitos em processo judicial, administrativo ou arbitral (art. 7º, VI). Caso o registro seja feito apenas para uso particular e não econômico, pode haver exceção à aplicação da LGPD, mas recomenda-se obter consentimento para evitar questionamentos futuros. O uso deve ser restrito à finalidade de prova de pagamento, respeitando os direitos do titular e a eliminação dos dados após o término da necessidade.', 'chunks': ['e9106279', 'a57ec09b'], 'trecho_chave': 'dado pessoal: informação relacionada a pessoa natural identificada ou identificável'}";"0.88";"0.95";"0.55";"0.53";"1.00";"1.00";"gpt"
"grafo";"A operadora de plano de saúde pode ligar para minha empresa informando que fiz uso de determinado procedimento?";"{'resposta': 'O compartilhamento de informações sobre procedimentos de saúde com a empresa empregadora pela operadora do plano de saúde só é permitido mediante consentimento específico do titular, pois tais dados são sensíveis. A divulgação sem consentimento viola a LGPD, conforme art. 11.', 'resposta_completa': 'A operadora de plano de saúde não pode informar à empresa empregadora sobre procedimentos de saúde realizados pelo titular sem o consentimento específico e destacado deste. Segundo o art. 11 da Lei Geral de Proteção de Dados (LGPD), o tratamento de dados pessoais sensíveis, como informações de saúde, só pode ocorrer mediante consentimento do titular ou em hipóteses excepcionais previstas em lei, que não abrangem o simples repasse à empregadora. O compartilhamento não autorizado desses dados viola direitos fundamentais de liberdade, intimidade e privacidade do titular, conforme art. 5º e art. 11 da LGPD. Portanto, a comunicação telefônica desse tipo de informação à empresa é proibida, salvo consentimento expresso do titular.', 'chunks': ['b47f4387', 'e9106279'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;', 'percentual': ['80', '20']}";"0.77";"0.57";"0.98";"0.83";"1.00";"1.00";"gpt"
"grafo";"Posso fotografar a CNH de um motorista que bateu no meu carro?";"{'resposta': 'A fotografia da CNH de um motorista envolvido em acidente pode ser justificada para exercício regular de direitos, como registro de responsabilidade, conforme exceção prevista na LGPD para fins particulares e não econômicos. O respeito à privacidade deve ser observado.', 'resposta_completa': 'Fotografar a CNH de um motorista que colidiu com seu veículo, para fins de registro do acidente e eventual responsabilização, encontra respaldo na exceção da LGPD para tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos (regra cfd5d742). Além disso, o tratamento pode ser fundamentado no exercício regular de direitos (regra a57ec09b). Contudo, é fundamental garantir o respeito à privacidade e à segurança das informações, conforme previsto nos princípios da proteção de dados (chunk 941201b9). O uso da imagem deve ser restrito à finalidade do registro do acidente, evitando divulgação indevida.', 'chunks': ['cfd5d742', 'a57ec09b', '941201b9'], 'trecho_chave': 'Exceção de aplicação da LGPD para tratamento de dados pessoais realizado por pessoa natural para fins exclusivamente particulares e não econômicos'}";"0.88";"0.81";"0.54";"0.62";"1.00";"1.00";"gpt"
"grafo";"Se eu morrer, meus herdeiros podem pedir acesso aos meus dados pessoais?";"{'resposta': 'A legislação não prevê expressamente o direito dos herdeiros ao acesso aos dados pessoais do titular falecido. O acesso pode ser possível em situações de cumprimento de obrigação legal ou regulatória, conforme art. 16 da LGPD, mas não há previsão automática para herdeiros.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) não traz previsão expressa sobre o acesso de herdeiros aos dados pessoais do titular falecido. O art. 16 da LGPD determina que os dados pessoais devem ser eliminados após o término do tratamento, salvo para cumprimento de obrigação legal ou regulatória, estudo por órgão de pesquisa, transferência a terceiro ou uso exclusivo do controlador com anonimização. Assim, o acesso por herdeiros não é automático, podendo ser admitido apenas se houver obrigação legal, regulatória ou necessidade para exercício de direitos relacionados à sucessão. Recomenda-se que os herdeiros formalizem a solicitação ao controlador, que avaliará a base legal aplicável.', 'chunks': ['5cf8dbf1', 'e9106279'], 'trecho_chave': 'Art. 16 Os dados pessoais serão eliminados após o término de seu tratamento, no âmbito e nos limites técnicos das atividades, autorizada a conservação para as seguintes finalidades: I - cumprimento de obrigação legal ou regulatória pelo controlador', 'percentual': ['80', '20']}";"0.66";"0.75";"0.55";"0.73";"1.00";"1.00";"gpt"
