"type";"question";"complexity";"saf";"nli";"sim";"response_llm";"model"
"grafo";"O hospital pode negar acesso ao meu prontuário alegando que é propriedade do hospital?";"0.80";"0.98";"0.81";"0.72";"{'resposta': 'O hospital, como controlador dos dados, não pode negar acesso ao prontuário ao titular, pois a LGPD garante o direito de acesso aos dados pessoais mediante requisição. O trecho-chave: ""O titular dos dados pessoais tem direito a obter do controlador... acesso aos dados"" fundamenta essa obrigação.', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) assegura ao titular dos dados pessoais o direito de obter do controlador, a qualquer momento e mediante requisição, o acesso aos seus dados, incluindo o prontuário médico. O hospital, na condição de controlador, deve fornecer esse acesso, não podendo alegar propriedade do documento para negar o direito do titular. O artigo 18 da LGPD é claro ao estabelecer: ""O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; II - acesso aos dados"". Portanto, a negativa do hospital não encontra respaldo legal, devendo o acesso ser garantido ao titular, observando-se eventuais segredos comerciais apenas quanto à forma, não ao conteúdo do prontuário.', 'chunks': ['f9e4ad69', '9c7da499'], 'trecho_chave': 'O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; II - acesso aos dados', 'percentual': ['80', '20']}";"maritaca"
"grafo";"Dados de localização do meu celular podem ser usados como prova em processo judicial?";"0.77";"0.98";"0.54";"0.77";"{'resposta': 'Dados de localização do celular podem ser utilizados como prova em processo judicial, desde que respeitadas as hipóteses legais de tratamento de dados, como o consentimento do titular ou para exercício regular de direitos em processo judicial, conforme art. 7º da LGPD.', 'resposta_completa': 'A utilização de dados de localização do celular como prova judicial é permitida, desde que observadas as hipóteses previstas no art. 7º da Lei Geral de Proteção de Dados (LGPD). O tratamento desses dados pode ocorrer mediante consentimento do titular ou quando necessário para o exercício regular de direitos em processo judicial, administrativo ou arbitral. Assim, a apresentação formal dos dados, extração técnica e eventual autorização judicial são requisitos que garantem a legalidade da prova, respeitando os direitos e liberdades fundamentais do titular dos dados.', 'chunks': ['a57ec09b'], 'trecho_chave': 'Art. 7º O tratamento de dados pessoais somente poderá ser realizado nas seguintes hipóteses: I - mediante o fornecimento de consentimento pelo titular; ... VI - para o exercício regular de direitos em processo judicial, administrativo ou arbitral...'}";"maritaca"
"grafo";"Como faço para denunciar uma empresa que vazou meus dados?";"0.75";"0.60";"0.54";"0.50";"{'resposta': 'Para denunciar vazamento de dados pessoais por empresa, o titular deve formalizar denúncia à ANPD, preferencialmente pelo formulário oficial. A empresa deve adotar medidas de segurança e comunicar incidentes à autoridade e ao titular, conforme art. 6º e art. 8bfc0537.', 'resposta_completa': 'O procedimento para denunciar vazamento de dados pessoais por empresa envolve o envio de denúncia formal à Autoridade Nacional de Proteção de Dados (ANPD), preferencialmente por meio do formulário disponível no site oficial da ANPD. O titular dos dados, ao identificar o vazamento, pode relatar o incidente detalhando a situação e anexando provas, se possível. A empresa responsável pelo tratamento dos dados tem obrigação de adotar medidas técnicas e administrativas para proteger os dados pessoais e, em caso de incidente de segurança que possa acarretar risco ou dano relevante aos titulares, deve comunicar imediatamente à ANPD e ao titular afetado, conforme previsto no art. 6º (princípios de segurança e responsabilização) e na obrigação expressa do chunk 8bfc0537. A denúncia é gratuita e não há limite de quantidade de denúncias. A ANPD poderá apurar a infração e aplicar sanções administrativas, como advertência, multa ou outras medidas previstas na legislação.', 'chunks': ['9c7da499', '8bfc0537'], 'trecho_chave': 'Obrigação de comunicar à autoridade nacional e ao titular a ocorrência de incidente de segurança que possa acarretar risco ou dano relevante aos titulares.'}";"maritaca"
"grafo";"A ANPD pode me ajudar se minha reclamação for contra uma empresa pequena?";"0.67";"0.80";"0.54";"0.63";"{'resposta': 'A ANPD pode atuar em reclamações contra empresas pequenas, analisando, orientando, fiscalizando e mediando questões relativas ao tratamento de dados pessoais, conforme a LGPD. O artigo 50 prevê procedimentos para reclamações de titulares, sem distinção de porte da empresa.', 'resposta_completa': 'A Autoridade Nacional de Proteção de Dados (ANPD) tem competência para receber, analisar, orientar, fiscalizar e mediar reclamações de titulares de dados pessoais, inclusive quando o reclamado é uma empresa pequena ou microempresa. O artigo 50 da LGPD estabelece que controladores e operadores devem prever procedimentos para reclamações e petições de titulares, sem restringir o porte da empresa. Assim, qualquer titular pode formalizar reclamação à ANPD sobre tratamento indevido de dados, e a autoridade pode atuar para garantir o cumprimento da legislação, inclusive junto a pequenas empresas. Não há previsão de custo ao titular para esse serviço. O objetivo é assegurar os direitos do titular e a observância dos princípios da LGPD, independentemente do tamanho da empresa reclamada.', 'chunks': ['b9aa2a08', '9c7da499'], 'trecho_chave': 'Art. 50 Os controladores e operadores [...] poderão formular regras de boas práticas e de governança que estabeleçam [...] procedimentos, incluindo reclamações e petições de titulares'}";"maritaca"
"grafo";"Posso processar uma empresa por danos morais apenas por ter recebido spam?";"0.72";"0.75";"0.54";"0.44";"{'resposta': 'A legislação de proteção de dados prevê a obrigação de reparação de dano moral causado por empresa que, ao tratar dados pessoais de forma irregular, envia spam. O artigo 42 da LGPD estabelece: ""é obrigado a repará-lo"". O valor é fixado pelo juiz conforme o dano.', 'resposta_completa': 'A possibilidade de processar uma empresa por danos morais devido ao recebimento de spam existe quando o envio dessas mensagens configura violação à legislação de proteção de dados pessoais, especialmente se houver uso indevido de dados sem consentimento ou em desconformidade com a LGPD. O artigo 42 da LGPD determina que o controlador ou operador que causar dano moral, patrimonial, individual ou coletivo, em razão do tratamento irregular de dados, é obrigado a repará-lo. O valor da indenização será determinado pelo juiz, considerando a extensão do dano. Para fundamentar a ação, é necessário demonstrar que houve violação à privacidade e proteção de dados, e que o spam resultou em dano moral ao titular dos dados.', 'chunks': ['82b9f0a4', 'a57ec09b'], 'trecho_chave': 'Art. 42 O controlador ou o operador que, em razão do exercício de atividade de tratamento de dados pessoais, causar a outrem dano patrimonial, moral, individual ou coletivo, em violação à legislação de proteção de dados pessoais, é obrigado a repará-lo.', 'percentual': ['80', '20']}";"maritaca"
"grafo";"A empresa pode alegar que foi hackeada para se livrar de responsabilidade por vazamento?";"0.69";"0.76";"0.54";"0.75";"{'resposta': 'A alegação de ataque hacker não elimina automaticamente a responsabilidade da empresa pelo vazamento de dados. A isenção só ocorre se o dano decorrer de culpa exclusiva de terceiro e se a empresa comprovar que adotou medidas de segurança adequadas, conforme obrigações legais.', 'resposta_completa': ""A empresa responsável pelo tratamento de dados não se exime automaticamente de responsabilidade ao alegar ataque hacker. Segundo a legislação, a isenção de responsabilidade só ocorre se o dano decorrer de culpa exclusiva do titular ou de terceiro, ou se não houver violação à legislação de proteção de dados. Além disso, a empresa deve comprovar que adotou medidas de segurança técnicas e administrativas para proteger os dados pessoais contra acessos não autorizados e situações ilícitas. Caso contrário, permanece a obrigação de reparar danos e está sujeita a sanções administrativas, como advertência, multa e bloqueio de dados. O trecho-chave destaca: 'Isenção de responsabilidade se o dano decorrer de culpa exclusiva do titular ou de terceiro.'"", 'chunks': ['18ec1cd1', '44589f1c'], 'trecho_chave': 'Isenção de responsabilidade se o dano decorrer de culpa exclusiva do titular ou de terceiro.'}";"maritaca"
"grafo";"Filial brasileira de empresa estrangeira responde pela LGPD?";"0.70";"0.97";"0.95";"0.72";"{'resposta': 'Filial brasileira de empresa estrangeira responde pela LGPD, pois a lei se aplica a operações de tratamento de dados realizadas no Brasil. O trecho-chave é: ""na pessoa do agente ou representante ou pessoa responsável por sua filial, agência, sucursal, estabelecimento ou escritório instalado no Brasil"".', 'resposta_completa': 'A filial brasileira de empresa estrangeira está sujeita à LGPD, pois a legislação se aplica a qualquer operação de tratamento de dados pessoais realizada no território nacional, independentemente da origem da empresa controladora. O artigo 61 da LGPD determina que a empresa estrangeira será notificada e intimada de todos os atos processuais previstos na lei, na pessoa do agente ou representante ou pessoa responsável por sua filial, agência, sucursal, estabelecimento ou escritório instalado no Brasil. Isso significa que a filial responde como agente de tratamento sujeito à lei brasileira, sendo responsável pelo cumprimento das obrigações da LGPD durante suas operações no Brasil.', 'chunks': ['41f88c9c'], 'trecho_chave': 'na pessoa do agente ou representante ou pessoa responsável por sua filial, agência, sucursal, estabelecimento ou escritório instalado no Brasil', 'percentual': ['100']}";"maritaca"
"grafo";"O porteiro do meu prédio pode anotar o RG de todos os visitantes?";"0.68";"0.72";"0.54";"0.63";"{'resposta': 'O porteiro pode anotar o RG dos visitantes para controle de acesso e segurança, desde que o condomínio informe claramente a finalidade, forma e duração do tratamento desses dados, conforme art. 9º da LGPD: ""O titular tem direito ao acesso facilitado às informações sobre o tratamento de seus dados"".', 'resposta_completa': 'A anotação do RG dos visitantes pelo porteiro é permitida para fins de controle de acesso e segurança do condomínio, desde que sejam observados os princípios da LGPD, especialmente transparência, finalidade e necessidade. O condomínio deve informar de forma clara e ostensiva aos visitantes sobre a coleta, finalidade, duração do tratamento e quem é o controlador dos dados, conforme art. 9º da LGPD. Além disso, deve manter registro das operações de tratamento (art. 37) e garantir medidas de segurança para proteger os dados. O tratamento deve ser limitado ao mínimo necessário, não podendo ser excessivo ou desproporcional. O visitante tem direito de acesso às informações sobre seus dados e pode solicitar esclarecimentos ou exclusão, conforme previsto na legislação.', 'chunks': ['ffc54078', 'e419ecac'], 'trecho_chave': 'Art. 9º O titular tem direito ao acesso facilitado às informações sobre o tratamento de seus dados, que deverão ser disponibilizadas de forma clara, adequada e ostensiva acerca de, entre outras características previstas em regulamentação para o atendimento do princípio do livre acesso', 'percentual': ['70', '30']}";"maritaca"
"grafo";"Posso tirar foto de um cheque com dados bancários de outra pessoa para guardar como prova de pagamento?";"0.72";"0.96";"0.54";"0.58";"{'resposta': 'Fotografar cheque de terceiro para comprovação de pagamento envolve tratamento de dados pessoais, devendo observar princípios como finalidade, necessidade e segurança, conforme art. 6º da LGPD. O uso deve ser restrito à finalidade legítima e protegido contra acessos não autorizados.', 'resposta_completa': 'A captura e armazenamento de foto de cheque contendo dados bancários de terceiros caracteriza tratamento de dados pessoais, conforme art. 5º da LGPD. Tal prática é permitida desde que atenda aos princípios do art. 6º, especialmente finalidade (comprovação de pagamento), necessidade (limitar ao mínimo necessário) e segurança (proteção contra acessos não autorizados). O controlador deve adotar medidas técnicas e administrativas para garantir a proteção desses dados. O uso para comprovação de pagamento em contexto condominial pode ser considerado legítimo interesse, mas o acesso deve ser restrito e os dados eliminados após o término da finalidade, conforme previsto na legislação.', 'chunks': ['9c7da499', 'e9106279'], 'trecho_chave': 'Art. 6º As atividades de tratamento de dados pessoais deverão observar a boa-fé e os seguintes princípios: I - finalidade [...] III - necessidade [...] VII - segurança: utilização de medidas técnicas e administrativas aptas a proteger os dados pessoais de acessos não autorizados'}";"maritaca"
"grafo";"A operadora de plano de saúde pode ligar para minha empresa informando que fiz uso de determinado procedimento?";"0.82";"0.60";"0.98";"0.76";"{'resposta': 'O compartilhamento de informações sobre procedimentos de saúde entre operadora e empresa empregadora envolve dados pessoais sensíveis, cuja comunicação só é permitida mediante consentimento específico do titular ou em hipóteses legais restritas, conforme art. 11 da LGPD.', 'resposta_completa': 'A operadora de plano de saúde não pode comunicar à empresa empregadora, por ligação, informações sobre o uso de procedimentos médicos realizados pelo titular sem o consentimento específico deste. Segundo o art. 11 da Lei Geral de Proteção de Dados (LGPD), o tratamento de dados pessoais sensíveis, como informações de saúde, só pode ocorrer com consentimento do titular ou em hipóteses legais específicas, como cumprimento de obrigação legal, tutela da saúde por profissionais ou entidades sanitárias, ou exercício regular de direitos. O simples vínculo empregatício não autoriza o compartilhamento desses dados sem base legal ou consentimento. O art. 5º da LGPD reforça que dado referente à saúde é considerado sensível, exigindo proteção reforçada. Portanto, a comunicação direta à empresa sobre procedimentos realizados pelo titular, sem respaldo legal ou consentimento, viola a legislação de proteção de dados.', 'chunks': ['b47f4387', 'e9106279'], 'trecho_chave': 'Art. 11 O tratamento de dados pessoais sensíveis somente poderá ocorrer nas seguintes hipóteses: I - quando o titular ou seu responsável legal consentir, de forma específica e destacada, para finalidades específicas;', 'percentual': ['70', '30']}";"maritaca"
"grafo";"Posso fotografar a CNH de um motorista que bateu no meu carro?";"0.82";"0.72";"0.54";"0.67";"{'resposta': 'A fotografia da CNH do motorista envolvido em acidente pode ser realizada para fins de registro e identificação, fundamentando-se no exercício regular de direitos e legítimo interesse, conforme permitido pela legislação de proteção de dados pessoais, desde que respeitados os direitos do titular.', 'resposta_completa': 'A obtenção de imagem da CNH do motorista envolvido em acidente automobilístico, para fins de registro e identificação, encontra respaldo na legislação de proteção de dados pessoais, especialmente quando há exercício regular de direitos e legítimo interesse do controlador (art. 7º, IX, da LGPD). O tratamento desses dados deve respeitar os direitos fundamentais de liberdade, intimidade e privacidade do titular, bem como adotar medidas de segurança para evitar acessos não autorizados. O uso da fotografia deve ser restrito à finalidade do registro do incidente, não podendo ser utilizado em prejuízo do titular, conforme previsto nas regras apresentadas. Recomenda-se eliminar a imagem após o término do tratamento, salvo obrigação legal de conservação.', 'chunks': ['1f96f802', '105471be', '4d9abb51'], 'trecho_chave': 'Permissão de tratamento de dados pessoais com base no legítimo interesse do controlador para proteção, em relação ao titular, do exercício regular de seus direitos ou prestação de serviços que o beneficiem'}";"maritaca"
"grafo";"Se eu morrer, meus herdeiros podem pedir acesso aos meus dados pessoais?";"0.86";"0.88";"0.84";"0.74";"{'resposta': 'A LGPD assegura ao titular o direito de acesso aos seus dados pessoais, mas não há previsão expressa sobre o exercício desse direito por herdeiros após o falecimento. O acesso por herdeiros pode depender de interpretação e de regulamentação específica, pois a lei trata do direito do titular em vida. Trecho-chave: ""Art. 18 O titular dos dados pessoais tem direito a obter do controlador..."".', 'resposta_completa': 'A Lei Geral de Proteção de Dados (LGPD) garante ao titular dos dados pessoais o direito de acesso, confirmação de existência, correção, eliminação, entre outros, conforme o art. 18. No entanto, a legislação não traz previsão expressa sobre o exercício desses direitos por herdeiros após o falecimento do titular. Assim, a solicitação formal de acesso por herdeiros pode ser analisada caso a caso, considerando princípios como boa-fé, finalidade e necessidade (art. 6º), além de eventual regulamentação futura ou entendimento judicial. O controlador deve observar a proteção dos direitos fundamentais do titular, inclusive após o falecimento, mas a lei não determina expressamente o direito de acesso aos herdeiros.', 'chunks': ['f9e4ad69', '9c7da499'], 'trecho_chave': 'Art. 18 O titular dos dados pessoais tem direito a obter do controlador, em relação aos dados do titular por ele tratados, a qualquer momento e mediante requisição: I - confirmação da existência de tratamento; II - acesso aos dados;', 'percentual': ['80', '20']}";"maritaca"
